LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2024-01-26 17:01:02,1900-01-00 00:00:00,,24:65:11:8A:E8:9F,-65, ,0.000000,0.000000,0.000,0.000,AP
2024-01-26 17:01:02,1900-01-00 00:00:00,,EE:63:DA:74:57:E3,-92, ,0.000000,0.000000,0.000,0.000,AP
2024-01-26 17:01:02,1900-01-00 00:00:00,,7A:6A:1F:3A:95:B9,-44, ,0.000000,0.000000,0.000,0.000,AP
2024-01-26 17:01:02,1900-01-00 00:00:00,,78:6A:1F:3A:95:E9,-45, ,0.000000,0.000000,0.000,0.000,AP
2024-01-26 17:01:02,1900-01-00 00:00:00,,7A:6A:1F:3A:95:99,-45, ,0.000000,0.000000,0.000,0.000,AP
2024-01-26 17:01:02,1900-01-00 00:00:00,,E6:63:DA:74:57:E3,-88, ,0.000000,0.000000,0.000,0.000,AP
2024-01-26 17:01:02,1900-01-00 00:00:00,,E0:63:DA:74:57:E3,-89, ,0.000000,0.000000,0.000,0.000,AP
2024-01-26 17:01:02,1900-01-00 00:00:00,,EE:63:DA:74:57:E3,-89, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-26 17:01:02,1900-01-00 00:00:00,,EA:63:DA:74:57:E3,-91, ,0.000000,0.000000,0.000,0.000,AP
2024-01-26 17:01:02,1900-01-00 00:00:00,Schirmakazie2,78:6A:1F:3A:95:E9,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-26 17:01:02,1900-01-00 00:00:00,Vodafone Hotspot,7A:6A:1F:3A:95:99,-45, OPN,0.000000,0.000000,0.000,0.000,AP
2024-01-26 17:01:02,1900-01-00 00:00:00,Vodafone Homespot,7A:6A:1F:3A:95:B9,-45, OPN,0.000000,0.000000,0.000,0.000,AP
2024-01-26 17:01:02,1900-01-00 00:00:00,WiTre_Gast,E6:63:DA:74:57:E3,-88, WPA2 ,0.000000,0.000000,0.000,0.000,AP
