;fingerprint;x-pos;y-pos;ssid;bssidd;signal_strength;frequency_standard;location_name
253;9;;;b'';b'00:be:75:e8:84:85';31;b' 802.11n';vors106
254;9;;;b'';b'00:be:75:e8:7d:85';31;b' 802.11n';vors106
255;9;;;b'';b'f4:db:e6:f1:ba:84';31;b' 802.11n';vors106
256;9;;;b'';b'70:db:98:a3:3c:44';50;b' 802.11n';vors106
257;9;;;b'';b'00:be:75:e8:7d:83';46;b' 802.11n';vors106
258;9;;;b'';b'00:be:75:e7:7a:e5';40;b' 802.11n';vors106
259;9;;;b'';b'84:78:ac:b8:b8:d3';70;b' 802.11n';vors106
260;9;;;b'';b'a8:9d:21:cc:14:65';31;b' 802.11n';vors106
261;9;;;b'Mixality';b'b4:fb:e4:1f:0c:5d';53;b'802.11ac';vors106
262;9;;;b'Mixality';b'b4:fb:e4:1f:0c:5c';40;b'802.11ac';vors106
263;9;;;b'LAB-ELAN';b'00:1c:10:1c:77:ea';31;b' 802.11g';vors106
264;9;;;b'eduroam';b'84:78:ac:b8:b8:df';75;b' 802.11n';vors106
265;9;;;b'eduroam';b'f4:db:e6:db:56:88';40;b'802.11ac';vors106
266;9;;;b'eduroam';b'f4:db:e6:db:56:87';33;b' 802.11n';vors106
267;9;;;b'eduroam';b'74:a0:2f:a8:14:00';31;b' 802.11n';vors106
268;9;;;b'eduroam';b'00:be:75:e8:84:80';31;b' 802.11n';vors106
269;9;;;b'eduroam';b'00:be:75:e8:7d:8f';40;b'802.11ac';vors106
270;9;;;b'eduroam';b'84:78:ac:b8:b8:d0';81;b' 802.11n';vors106
271;9;;;b'eduroam';b'f4:db:e6:f1:ba:88';43;b'802.11ac';vors106
272;9;;;b'eduroam';b'2c:5a:0f:09:9b:80';57;b' 802.11n';vors106
273;9;;;b'eduroam';b'00:2c:c8:50:a0:f0';77;b' 802.11n';vors106
274;9;;;b'eduroam';b'a8:9d:21:cc:14:60';31;b' 802.11n';vors106
275;9;;;b'eduroam';b'f4:db:e6:f1:ba:87';31;b' 802.11n';vors106
276;9;;;b'eduroam';b'00:be:75:e7:7a:e0';72;b' 802.11n';vors106
277;9;;;b'eduroam';b'00:be:75:e4:43:40';31;b' 802.11n';vors106
278;9;;;b'eduroam';b'00:be:75:e7:7a:ef';40;b'802.11ac';vors106
279;9;;;b'Sungate';b'7c:dd:90:b8:6c:70';31;b' 802.11g';vors106
280;9;;;b'DIRECT-x9-ITS-106-Airtame-24';b'3a:4b:76:8a:20:e8';80;b' 802.11n';vors106
281;9;;;b'wlan4things';b'00:be:75:e4:43:46';31;b' 802.11n';vors106
282;9;;;b'wlan4things';b'74:a0:2f:a8:14:06';31;b' 802.11n';vors106
283;9;;;b'wlan4things';b'f4:db:e6:db:56:87';40;b'802.11ac';vors106
284;9;;;b'wlan4things';b'74:a0:2f:a8:14:09';40;b'802.11ac';vors106
285;9;;;b'wlan4things';b'00:2c:c8:50:a0:f6';35;b' 802.11n';vors106
286;9;;;b'wlan4things';b'f4:db:e6:db:56:88';33;b' 802.11n';vors106
287;9;;;b'wlan4things';b'f4:db:e6:f1:ba:87';40;b'802.11ac';vors106
288;9;;;b'wlan4things';b'00:be:75:e8:7d:86';31;b' 802.11n';vors106
289;9;;;b'wlan4things';b'00:be:75:e8:84:86';31;b' 802.11n';vors106
290;9;;;b'wlan4things';b'84:78:ac:b8:b8:d6';80;b' 802.11n';vors106
291;9;;;b'wlan4things';b'00:be:75:e7:7a:e9';40;b'802.11ac';vors106
292;9;;;b'wlan4things';b'f4:db:e6:f1:ba:88';35;b' 802.11n';vors106
293;9;;;b'wlan4things';b'84:78:ac:b8:b8:d9';75;b' 802.11n';vors106
294;9;;;b'wlan4things';b'00:be:75:e8:7d:89';40;b'802.11ac';vors106
295;9;;;b'wlan4things';b'00:be:75:e7:7a:e6';31;b' 802.11n';vors106
296;9;;;b'wlan4things';b'2c:5a:0f:09:9b:86';50;b' 802.11n';vors106
297;9;;;b'DIRECT-2C-HP M428fdw LJ';b'4a:9e:bd:6c:b6:2c';40;b' 802.11n';vors106
298;9;;;b'ETW';b'28:87:ba:b2:75:fe';62;b'802.11ax';vors106
299;9;;;b'ETW';b'b4:b0:24:c0:6f:c2';31;b'802.11ax';vors106
300;9;;;b'ETW';b'1c:61:b4:79:5a:ee';31;b'802.11ax';vors106
301;9;;;b'ETW';b'28:87:ba:b2:75:ff';40;b'802.11ax';vors106
302;9;;;b'ausy_s105_5ghz';b'30:b5:c2:7f:87:18';40;b'802.11ac';vors106
303;9;;;b'vcg-Airport';b'90:72:40:12:a2:50';31;b' 802.11n';vors106
304;9;;;b'ausy_s105_gast';b'36:b5:c2:7f:87:19';81;b' 802.11n';vors106
305;9;;;b'ausy_s105';b'30:b5:c2:7f:87:19';81;b' 802.11n';vors106
306;9;;;b'MCTIoT';b'9c:5c:8e:c9:b6:24';70;b' 802.11n';vors106
307;9;;;b's4-secure';b'80:e8:6f:0a:53:ff';31;b' 802.11n';vors106
308;9;;;b'S4';b'80:e8:6f:0a:53:fe';31;b' 802.11n';vors106
309;9;;;b'HUAWEI P30 Lukas ';b'f2:dd:a1:7d:6e:ee';31;b'802.11ac';vors106
310;9;;;b'Airport S02-S03';b'00:1b:63:2b:ef:c3';43;b' 802.11n';vors106
311;9;;;b'MCTGuest';b'9c:5c:8e:c9:b6:25';80;b' 802.11n';vors106
312;9;;;b'rn2';b'38:4b:76:c8:0c:a9';46;b' 802.11n';vors106
313;9;;;b'SmartHomeMctIoT';b'30:5a:3a:68:dc:c0';46;b' 802.11n';vors106
314;9;;;b'SensingFeeling';b'34:81:c4:36:17:56';31;b' 802.11n';vors106
315;9;;;b'SensingFeeling';b'34:81:c4:36:17:57';53;b'802.11ac';vors106
316;9;;;b'mcssid';b'50:c7:bf:43:ee:45';53;b' 802.11n';vors106
0;10;;;b'wlan4things';b'00:be:75:e8:84:86';31;b' 802.11n';s117
1;10;;;b'wlan4things';b'f4:db:e6:f1:ba:88';78;b' 802.11n';s117
2;10;;;b'wlan4things';b'00:be:75:e7:7a:e9';43;b'802.11ac';s117
3;10;;;b'wlan4things';b'00:be:75:e8:7d:89';40;b'802.11ac';s117
4;10;;;b'wlan4things';b'f4:db:e6:f1:ba:87';62;b'802.11ac';s117
5;10;;;b'wlan4things';b'a8:9d:21:cc:14:66';40;b' 802.11n';s117
6;10;;;b'wlan4things';b'00:be:75:e8:7d:86';70;b' 802.11n';s117
7;10;;;b'wlan4things';b'00:be:75:e7:7a:e6';65;b' 802.11n';s117
8;10;;;b'rn2';b'38:4b:76:c8:0c:a9';65;b' 802.11n';s117
9;10;;;b'';b'00:be:75:e7:7a:e5';67;b' 802.11n';s117
10;10;;;b'';b'00:be:75:e7:7a:e3';72;b' 802.11n';s117
11;10;;;b'';b'00:be:75:e7:7a:ea';46;b'802.11ac';s117
12;10;;;b'';b'00:be:75:e7:7a:ec';40;b'802.11ac';s117
13;10;;;b'';b'00:be:75:e8:84:83';31;b' 802.11n';s117
14;10;;;b'';b'00:be:75:e8:7d:8a';40;b'802.11ac';s117
15;10;;;b'';b'00:be:75:e8:84:85';31;b' 802.11n';s117
16;10;;;b'';b'a8:9d:21:cc:14:65';33;b' 802.11n';s117
17;10;;;b'';b'f4:db:e6:f1:ba:8b';40;b'802.11ac';s117
18;10;;;b'';b'f4:db:e6:f1:ba:84';81;b' 802.11n';s117
19;10;;;b'';b'00:be:75:e8:7d:85';62;b' 802.11n';s117
20;10;;;b'';b'00:be:75:e8:7d:83';62;b' 802.11n';s117
21;10;;;b'eduroam';b'00:be:75:e8:84:80';31;b' 802.11n';s117
22;10;;;b'eduroam';b'a8:9d:21:cc:14:60';33;b' 802.11n';s117
23;10;;;b'eduroam';b'f4:db:e6:f1:ba:88';75;b'802.11ac';s117
24;10;;;b'eduroam';b'f4:db:e6:f1:ba:87';78;b' 802.11n';s117
25;10;;;b'eduroam';b'00:be:75:e8:7d:8f';40;b'802.11ac';s117
26;10;;;b'eduroam';b'00:be:75:e7:7a:ef';53;b'802.11ac';s117
27;10;;;b'eduroam';b'00:be:75:e8:7d:80';67;b' 802.11n';s117
28;10;;;b'eduroam';b'00:be:75:e7:7a:e0';62;b' 802.11n';s117
29;10;;;b'mcssid';b'50:c7:bf:43:ee:45';31;b' 802.11n';s117
30;10;;;b'ausy_s105';b'30:b5:c2:7f:87:19';31;b' 802.11n';s117
31;10;;;b'ausy_s105_gast';b'36:b5:c2:7f:87:19';31;b' 802.11n';s117
32;10;;;b'HUAWEI P30 Lukas ';b'f2:dd:a1:7d:6e:ee';31;b'802.11ac';s117
33;10;;;b'MCTGuest';b'9c:5c:8e:c9:b6:25';31;b' 802.11n';s117
34;10;;;b'SensingFeeling';b'34:81:c4:36:17:57';80;b'802.11ac';s117
35;10;;;b'SensingFeeling';b'34:81:c4:36:17:56';80;b' 802.11n';s117
36;10;;;b'MCTIoT';b'9c:5c:8e:c9:b6:24';31;b' 802.11n';s117
37;10;;;"b""Dana's Galaxy S21+ 5G""";b'42:10:ef:5d:46:a0';31;b' 802.11n';s117
38;10;;;b'SmartHomeMctIoT';b'30:5a:3a:68:dc:c0';33;b' 802.11n';s117
0;11;;;b'eduroam';b'00:be:75:e8:84:80';31;b' 802.11n';s117
1;11;;;b'eduroam';b'00:be:75:e7:7a:e0';67;b' 802.11n';s117
2;11;;;b'eduroam';b'f4:db:e6:f1:ba:88';76;b'802.11ac';s117
3;11;;;b'eduroam';b'00:be:75:e8:7d:8f';40;b'802.11ac';s117
4;11;;;b'eduroam';b'00:be:75:e7:7a:ef';53;b'802.11ac';s117
5;11;;;b'wlan4things';b'00:be:75:e8:84:86';31;b' 802.11n';s117
6;11;;;b'wlan4things';b'00:be:75:e8:7d:89';40;b'802.11ac';s117
7;11;;;b'wlan4things';b'f4:db:e6:f1:ba:87';72;b'802.11ac';s117
8;11;;;b'wlan4things';b'00:be:75:e7:7a:e9';53;b'802.11ac';s117
9;11;;;b'wlan4things';b'f4:db:e6:f1:ba:88';70;b' 802.11n';s117
10;11;;;b'wlan4things';b'00:be:75:e8:7d:86';62;b' 802.11n';s117
11;11;;;b'wlan4things';b'00:be:75:e7:7a:e6';62;b' 802.11n';s117
12;11;;;"b""Dana's Galaxy S21+ 5G""";b'42:10:ef:5d:46:a0';31;b' 802.11n';s117
13;11;;;b'Airport S02-S03';b'00:1b:63:2b:ef:c3';46;b' 802.11n';s117
14;11;;;b'';b'f4:db:e6:f1:ba:8b';40;b'802.11ac';s117
15;11;;;b'';b'a8:9d:21:cc:14:65';31;b' 802.11n';s117
16;11;;;b'';b'f4:db:e6:f1:ba:84';67;b' 802.11n';s117
17;11;;;b'';b'00:be:75:e7:7a:e3';62;b' 802.11n';s117
18;11;;;b'';b'00:be:75:e7:7a:ea';43;b'802.11ac';s117
19;11;;;b'';b'00:be:75:e7:7a:ec';43;b'802.11ac';s117
20;11;;;b'';b'00:be:75:e8:7d:85';67;b' 802.11n';s117
21;11;;;b'';b'00:be:75:e8:7d:83';67;b' 802.11n';s117
22;11;;;b'rn2';b'38:4b:76:c8:0c:a9';67;b' 802.11n';s117
23;11;;;b'HUAWEI P30 Lukas ';b'f2:dd:a1:7d:6e:ee';31;b'802.11ac';s117
24;11;;;b'ausy_s105_gast';b'36:b5:c2:7f:87:19';31;b' 802.11n';s117
25;11;;;b'mcssid';b'50:c7:bf:43:ee:45';33;b' 802.11n';s117
26;11;;;b'MCTGuest';b'9c:5c:8e:c9:b6:25';31;b' 802.11n';s117
27;11;;;b'SmartHomeMctIoT';b'30:5a:3a:68:dc:c0';31;b' 802.11n';s117
28;11;;;b'SensingFeeling';b'34:81:c4:36:17:57';80;b'802.11ac';s117
29;11;;;b'SensingFeeling';b'34:81:c4:36:17:56';75;b' 802.11n';s117
